Order Date,Sales,Quantity,Discount,Profit,Transaction Count,Segment_Consumer,Segment_Corporate,Segment_Home_Office,Category_Furniture,Category_OfficeSupplies,Category_Technology,Region_Central,Region_East,Region_South,Region_West,Order Quarter,Order DayOfWeek,Is Holiday Week
2014-02-01,468.9,6.0,0.0,206.316,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,Saturday,No
2014-02-02,211.64600000000002,12.0,0.2316471844495053,7.152499999999999,3.0,0.9416478459314138,0.0,0.05835215406858622,0.0,0.14498738459503133,0.8550126154049686,0.0,0.0,0.9416478459314138,0.05835215406858622,1,Sunday,No
2014-02-03,97.11200000000001,5.0,0.19999999999999998,31.5614,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Monday,No
2014-02-04,134.384,9.0,0.14904155256578167,51.1432,3.0,0.0,0.12834861293011074,0.8716513870698893,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Tuesday,No
2014-02-05,334.9336666666667,10.666666666666666,0.17804626526355263,45.18582666666667,2.0,0.6657217069576594,0.2033959209856223,0.13088237205671827,0.26986914622527725,0.5436747415056183,0.1864561122691044,0.2904901908010505,0.1,0.17446756463378363,0.43504224456516594,1,Wednesday,No
2014-02-06,330.512,12.0,0.021668199641767923,76.4833,4.0,0.027085249552209905,0.9729147504477901,0.0,0.0,0.07246938083942489,0.9275306191605751,0.027085249552209905,0.0,0.9729147504477901,0.0,1,Thursday,No
2014-02-07,180.32,11.0,0.0,59.3488,2.0,0.0,1.0,0.0,0.0,0.3602484472049689,0.639751552795031,0.0,1.0,0.0,0.0,1,Friday,No
2014-02-08,14.56,2.0,0.0,5.5328,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Saturday,No
2014-02-09,396.85963333333336,11.533333333333333,0.17804626526355263,38.31551,2.0,0.6891067435106086,0.17006258765228896,0.14083066883710235,0.2844006355808275,0.542855037068995,0.17274432735017753,0.31681071989778503,0.10008987127981696,0.1744675646337836,0.4086318441886145,1,Sunday,No
2014-02-10,390.98596666666674,11.1,0.1544475618087341,49.782469999999996,2.0,0.6557734101772753,0.19552968650068284,0.14869690332204186,0.26842309763780675,0.5339294206124585,0.19764748174973482,0.316810719897785,0.1334232046131503,0.1744675646337836,0.37529851085528115,1,Monday,No
2014-02-11,2043.4,25.0,0.0,293.5285,9.0,1.0,0.0,0.0,0.8075022022119996,0.07776255260839776,0.11473524517960262,0.26195067045120873,0.0,0.7380493295487912,0.0,1,Tuesday,No
2014-02-12,129.568,2.0,0.2,-24.294,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Wednesday,No
2014-02-13,380.2115666666666,10.733333333333333,0.1544475618087341,17.90774666666667,2.0,0.6436503494915535,0.20366357123469375,0.15268607927375272,0.24047186992791805,0.5476832429451199,0.21184488712696195,0.3080524681421321,0.1797172608970126,0.1509318783822004,0.36129839257865487,1,Thursday,No
2014-02-14,576.726,10.0,0.005609596238074926,120.1764,4.0,0.02804798119037463,0.9719520188096253,0.0,0.0,0.5839098636094089,0.416090136390591,0.02804798119037463,0.0,0.0,0.9719520188096253,1,Friday,No
2014-02-15,21.36,5.0,0.2,7.209,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Saturday,No
2014-02-16,9.04,5.0,0.8,-15.658,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,Sunday,No
2014-02-17,54.208,14.0,0.2,8.8088,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,Monday,No
2014-02-18,37.784,7.0,0.46635612957865763,-13.846799999999998,2.0,1.0,0.0,0.0,0.6658903239466442,0.33410967605335595,0.0,1.0,0.0,0.0,0.0,1,Tuesday,No
2014-02-19,436.66103333333336,11.666666666666666,0.15140129654518142,26.443350000000002,2.0,0.6218528422242169,0.2518587585521498,0.1262883992236332,0.22880813169739345,0.5472382270943801,0.22395364120822653,0.3044208714367478,0.15101937905412804,0.15064381278456876,0.39391593672455544,1,Wednesday,No
2014-02-20,95.59,9.0,0.0,35.5612,3.0,0.0,0.8644209645360392,0.13557903546396066,0.2125745370854692,0.13557903546396066,0.6518464274505702,0.8644209645360392,0.0,0.0,0.13557903546396066,1,Thursday,No
2014-02-21,8.85,5.0,0.8,-13.7175,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,Friday,No
2014-02-22,19.44,3.0,0.0,9.3312,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Saturday,No
2014-02-23,11.364,6.0,0.43379091869060193,-4.522500000000001,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,Sunday,No
2014-02-24,55.672,7.0,0.2,18.789299999999997,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Monday,No
2014-02-25,1560.3111,16.833333333333332,0.1969836486260641,-22.05899666666668,3.0,0.4972108473690821,0.2830969835885518,0.2196921690423662,0.24682048939918674,0.5179885244990599,0.23519098610175332,0.24929178933427354,0.18116609811336462,0.23431460198370332,0.33522751056865846,1,Tuesday,No
2014-02-26,1575.5237,17.3,0.2,-21.475926666666677,3.0,0.49721084736908205,0.3121520298242147,0.1906371228067032,0.24823154833662683,0.4886916728622473,0.2630767788011258,0.24929178933427354,0.18116609811336462,0.2676479353170367,0.30189417723532513,1,Wednesday,No
2014-02-27,19.456,4.0,0.2,3.4048,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,Thursday,No
2014-02-28,1701.5004999999999,18.2,0.2,11.153746666666658,3.0,0.49893573081906556,0.31042714637423113,0.19063712280670322,0.25026998509389287,0.4891841700049907,0.2605458449011163,0.24838894768253322,0.18127523519719838,0.26844163988494324,0.30189417723532513,1,Friday,No
2014-03-01,2203.151,40.0,0.2733133135223142,-208.96140000000003,10.0,0.7015510965884773,0.0,0.2984489034115229,0.8596755283682326,0.13762833323725884,0.0026961383945085927,0.789615872902039,0.0026961383945085927,0.0,0.20768798870345248,1,Saturday,No
2014-03-02,202.384,11.0,0.15280259309036287,56.0112,4.0,0.0,0.7640129654518144,0.23598703454818562,0.0,0.2529053680132817,0.7470946319867183,0.0,1.0,0.0,0.0,1,Sunday,No
2014-03-03,1345.8919999999998,35.0,0.3447368733895439,-629.7989,9.0,0.611178311484131,0.269146409964544,0.11967527855132508,0.6901014345876191,0.30247597875609633,0.007422586656284457,0.13134189073120278,0.388821688515869,0.014455840438905944,0.4653805803140222,1,Monday,No
2014-03-04,370.452,8.0,0.008396229471024587,20.0778,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,Tuesday,No
2014-03-05,705.5619999999999,16.0,0.01406878488353965,261.1901,5.0,1.0,0.0,0.0,0.0,0.3197337725104243,0.6802662274895757,0.0,1.0,0.0,0.0,1,Wednesday,No
2014-03-06,1687.028333333333,18.733333333333334,0.2,6.647613333333337,3.0,0.53768385529699,0.30501235522964015,0.15730378947336987,0.22653126252010328,0.5134404748803241,0.2600282625995727,0.2408265645321939,0.18726504698645302,0.24843508679915294,0.3234733016822001,1,Thursday,No
2014-03-07,1561.062,27.0,0.1376796052943445,134.1539,8.0,0.19832139915006577,0.7327204172544076,0.06895818359552662,0.6194398428761958,0.3805601571238042,0.0,0.0,0.0,0.0,1.0,1,Friday,No
2014-03-08,1732.7232666666664,19.133333333333333,0.1969836486260641,3.0577800000000006,4.0,0.5628201720910149,0.26830747076058,0.16887235714840512,0.25422627068253006,0.47224985570390576,0.27352387361356423,0.26165639748414615,0.1933071436152575,0.24843508679915297,0.29660137210144344,1,Saturday,No
2014-03-09,1762.1166333333329,19.066666666666666,0.1969836486260641,-1.5108066666666669,4.0,0.5628201720910149,0.26830747076058,0.16887235714840512,0.28755960401586333,0.4389165223705724,0.27352387361356434,0.26165639748414615,0.1933071436152575,0.24843508679915294,0.29660137210144344,1,Sunday,No
2014-03-10,741.956,9.0,0.1939672972521282,4.188600000000001,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.030163513739359205,0.0,0.0,0.9698364862606408,1,Monday,No
2014-03-11,918.3140000000001,39.0,0.004090975417994281,279.061,8.0,0.14775338282983813,0.8522466171701619,0.0,0.009060081845643211,0.31477686281598666,0.6761630553383701,0.0,0.13906354471346402,0.8522466171701619,0.008689838116374138,1,Tuesday,No
2014-03-12,1863.3793666666666,20.633333333333333,0.1766938907645525,18.25254666666666,5.0,0.5404097516892743,0.2703540938484189,0.18923615446230677,0.293992246114294,0.4239473803454269,0.28206037354027913,0.2205352233316422,0.19503484044047037,0.267895895528223,0.31653404069966445,1,Wednesday,No
2014-03-13,1864.1893000000002,20.733333333333334,0.1766938907645525,17.93682666666667,5.0,0.5533907561823568,0.26189239053746843,0.18471685328017476,0.286906428211445,0.4527614124966282,0.26033215929192677,0.1917211911804409,0.21538716928072127,0.267895895528223,0.3249957440106149,1,Thursday,No
2014-03-14,2108.5499999999997,38.0,0.1002589457209931,528.5024,11.0,0.13292357307154204,0.006611178297882431,0.8604652486305755,0.5406179602096227,0.14745678309738916,0.311925256692988,0.2766631097199497,0.0,0.5838021389106258,0.13953475136942448,1,Friday,No
2014-03-15,370.782,14.0,0.2679725553020373,33.598,5.0,1.0,0.0,0.0,0.12324222858714823,0.8767577714128517,0.0,0.0,0.0,1.0,0.0,1,Saturday,No
2014-03-16,471.92,2.0,0.2,29.495,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,Sunday,No
2014-03-17,3960.358,82.0,0.33745777528193166,-831.8572,19.0,0.06946442720582331,0.9305355727941768,0.0,0.824478494115936,0.17552150588406398,0.0,0.06946442720582331,0.904401571777097,0.026134001017079772,0.0,1,Monday,No
2014-03-18,28106.715999999997,48.0,0.4342706810713852,-954.7089000000001,11.0,0.0,0.0,1.0,0.05203204814109196,0.0677602463411236,0.8802077055177844,0.0,0.0,0.8418353819777451,0.1581646180222549,1,Tuesday,No
2014-03-19,590.7620000000001,23.0,0.22841245713163674,68.63530000000002,7.0,0.0,1.0,0.0,0.04233176812320359,0.12109445089562294,0.8365737809811735,0.0,0.0,1.0,0.0,1,Wednesday,No
2014-03-20,2124.7518666666665,24.4,0.10296146577201556,73.02363999999997,5.0,0.4370310773095744,0.40570506177800486,0.15726386091242073,0.281835222994439,0.3587782973022717,0.3593864797032893,0.1115438716216855,0.18891171166742626,0.38624288933482676,0.3133015273760615,1,Thursday,No
2014-03-21,4109.816,39.0,0.01655821087854055,1055.3735000000001,11.0,0.07883175305171815,0.9211682469482819,0.0,0.061153102717980565,0.08724429512172809,0.8516026021602914,0.0,0.0032741125150128375,0.9967258874849871,0.0,1,Friday,No
2014-03-22,464.09299999999996,17.0,0.25666644401014455,-50.9345,5.0,0.16244373433772977,0.8375562656622703,0.0,0.6773469972613247,0.32265300273867525,0.0,0.035079175941029064,0.0,0.1273645583967007,0.8375562656622703,1,Saturday,No
2014-03-23,945.064,11.0,0.13007880947745337,126.9224,3.0,1.0,0.0,0.0,0.0,0.3600941311911151,0.639905868808885,0.0,0.0,0.010488178578381994,0.989511821421618,1,Sunday,No
2014-03-24,65.38,7.0,0.0,26.2758,2.0,1.0,0.0,0.0,0.6191495870296727,0.38085041297032735,0.0,0.0,0.38085041297032735,0.0,0.6191495870296727,1,Monday,No
2014-03-25,459.146,21.0,0.07988439407073132,96.6684,5.0,1.0,0.0,0.0,0.7988439407073131,0.10210259917324771,0.09905346011943912,0.0,0.7988439407073131,0.0,0.20115605929268685,1,Tuesday,No
2014-03-26,145.13,16.0,0.07816440432715498,30.7658,5.0,0.12919451526217873,0.8708054847378213,0.0,0.0,0.34483566457658654,0.6551643354234136,0.0,0.0,0.0,1.0,1,Wednesday,No
2014-03-27,2209.220433333333,26.066666666666666,0.10296146577201556,103.60200000000002,5.0,0.36700959150242307,0.4335914070341297,0.19939900146344727,0.2901136106638951,0.330031297550252,0.3798550917858528,0.12092918056911682,0.14554656412638461,0.38595022257599254,0.34757403272850595,1,Thursday,No
2014-03-28,1823.8039999999999,11.0,0.10566398582303803,-11.075400000000002,4.0,0.6529429697489423,0.0,0.34705703025105766,0.8308502448728043,0.003355623740270336,0.16579413138692534,0.6529429697489423,0.18126289886413235,0.0,0.16579413138692534,1,Friday,No
2014-03-29,890.841,3.0,0.3,-152.7156,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,Saturday,No
2014-03-30,1170.322,39.0,0.1594204842769768,232.75289999999998,9.0,0.32864117738536913,0.06044490319758152,0.6109139194170493,0.284509733218721,0.5002127619578202,0.2152775048234588,0.7213963336585999,0.05139611149751948,0.0,0.22720755484388055,1,Sunday,No
2014-03-31,1959.552,29.0,0.2010040049970606,355.1097,9.0,0.9990462105624143,0.000953789437585734,0.0,0.5743598536808414,0.3848226533411718,0.040817492977986806,0.04496844176628127,0.00043479325886733295,0.5838242618721013,0.37077250310275006,1,Monday,No
2014-04-01,119.88799999999999,12.0,0.02850660616575471,26.0896,4.0,0.389430134792473,0.610569865207527,0.0,0.0,1.0,0.0,0.0,0.610569865207527,0.0,0.389430134792473,2,Tuesday,No
2014-04-02,1458.5580000000002,29.0,0.008255825274003502,407.3961999999999,6.0,0.8781810527932382,0.12181894720676176,0.0,0.12181894720676176,0.1583399494569294,0.7198411033363089,0.04127912637001751,0.0,0.9587208736299825,0.0,2,Wednesday,No
2014-04-03,233.45,7.0,0.0,85.6044,3.0,0.0,1.0,0.0,0.0,0.04780466909402442,0.9521953309059756,0.0,0.0,0.0,1.0,2,Thursday,No
2014-04-04,475.84400000000005,25.0,0.003019476971444423,105.4521,8.0,0.17827271122468707,0.7820083893040577,0.03971889947125528,0.011495364026865946,0.778393759299266,0.21011087667386788,0.17827271122468707,0.0,0.7669110044468356,0.0548162843284774,2,Friday,No
2014-04-05,5295.098,54.0,0.0038423462606357807,253.9044,13.0,0.14553271724149394,0.8439896674244746,0.01047761533403159,0.0,0.9945251249363091,0.005474875063690984,0.16474444854467285,0.010477615334031588,0.8247779361212956,0.0,2,Saturday,No
2014-04-06,1650.69,38.0,0.07989010656149852,299.51520000000005,13.0,0.0,0.8292520097656131,0.17074799023438686,0.5654508114788361,0.1615397197535576,0.2730094687676063,0.0,0.19795479466162638,0.0,0.8020452053383736,2,Sunday,No
2014-04-07,1021.1700000000002,22.0,0.0,305.05600000000004,5.0,0.008774249145587904,0.7373111235151836,0.25391462733922854,0.008774249145587904,0.17753165486647668,0.8136940959879354,0.0,0.0,1.0,0.0,2,Monday,No
2014-04-08,1958.75,27.0,0.0525825143586471,359.8481,7.0,0.0878672622846203,0.6316763241863433,0.2804564135290364,0.7594751754945757,0.03633337587747288,0.2041914486279515,0.0,0.08786726228462029,0.6207632418634332,0.2913694958519464,2,Tuesday,No
2014-04-09,1060.7539000000002,21.066666666666666,0.09277704619226827,115.74201666666666,5.0,0.37857801976646827,0.4387066273414871,0.18271535289204469,0.372386470719181,0.3785537566990181,0.24905977258180098,0.1631231137036043,0.17479027103783065,0.267156823140992,0.39492979211757306,2,Wednesday,No
2014-04-10,1131.2333333333333,21.466666666666665,0.09277704619226827,127.17873999999999,5.0,0.39488096680003626,0.4224036803079191,0.18271535289204469,0.34980823747713685,0.37734610504884947,0.27284565747401374,0.1619538078389033,0.186405866193005,0.26291133786110193,0.3887289881069898,2,Thursday,No
2014-04-11,1915.24,37.0,0.16820032998475387,523.2728999999999,9.0,0.6040433574904451,0.0,0.395956642509555,0.0,0.059493327207034104,0.940506672792966,0.39595664250955487,0.0,0.38491259581044673,0.2191307616799983,2,Friday,No
2014-04-12,1912.123,35.0,0.1843938125319344,152.65810000000002,6.0,0.01694451664458824,0.9830554833554117,0.0,0.16133847038082802,0.047155962247198535,0.7915055673719734,0.01694451664458824,0.0,0.0,0.9830554833554117,2,Saturday,No
2014-04-13,638.576,42.0,0.6193778031119239,-384.7942,5.0,0.0,0.9877383428127583,0.012261657187241612,0.0,0.8873618801834081,0.11263811981659191,0.0,1.0,0.0,0.0,2,Sunday,No
2014-04-14,1159.7038,21.3,0.1261906745513714,134.52099333333334,5.0,0.3662013733671248,0.4510832737408305,0.18271535289204469,0.3298990484505196,0.3878900681236301,0.28221088342585027,0.16195380783890326,0.15042726813316448,0.3592171848457417,0.3284017391821905,2,Monday,No
2014-04-15,294.71999999999997,6.0,0.0,108.0,2.0,0.0,0.0,1.0,0.6370792616720956,0.36292073832790445,0.0,0.0,0.0,0.0,1.0,2,Tuesday,No
2014-04-16,39.072,6.0,0.2,9.768,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,Wednesday,No
2014-04-17,1081.746,22.066666666666666,0.14367479574933578,143.01976333333332,6.0,0.372654836435717,0.4463037497171014,0.1810414138471816,0.29225246531275734,0.45290193348840363,0.25484560119883903,0.15488745992839414,0.1727074250856921,0.3704391188348161,0.3019659961510976,2,Thursday,No
2014-04-18,1020.5319999999999,26.0,0.2241127176805823,169.9374,8.0,1.0,0.0,0.0,0.3106791359800575,0.18375709923843644,0.5055637647815061,0.6830496250974982,0.0,0.0,0.3169503749025019,2,Friday,No
2014-04-19,205.47,17.0,0.0,87.5664,3.0,0.6294349540078844,0.0,0.3705650459921157,0.3705650459921157,0.6294349540078844,0.0,0.0,0.0,0.6294349540078844,0.3705650459921157,2,Saturday,No
2014-04-20,1250.45,16.0,0.28203846615218514,-194.4528,4.0,1.0,0.0,0.0,0.9641409092726619,0.035859090727338165,0.0,0.95208125074973,0.0,0.0,0.047918749250269906,2,Sunday,No
2014-04-21,845.36,11.0,0.003908394056969812,5.5755,2.0,0.019541970284849056,0.980458029715151,0.0,0.0,1.0,0.0,0.0,0.0,0.980458029715151,0.019541970284849056,2,Monday,No
2014-04-22,257.752,11.0,0.007691113938980105,124.78689999999999,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,Tuesday,No
2014-04-23,643.9800000000001,20.0,0.27995186185906396,-0.305299999999999,6.0,0.0,0.003885213826516351,0.9961147861734837,0.9085375322214976,0.09146246777850243,0.0,0.0,0.924050436348955,0.0,0.07594956365104506,2,Wednesday,No
2014-04-24,1000.0457,20.033333333333335,0.15998371763998867,103.66581666666669,5.0,0.4341237234592168,0.3710620433187637,0.19481423322201957,0.3596716699380303,0.37852319005708707,0.26180514000488253,0.15071489981960423,0.2547232796064433,0.27937555343832976,0.31518626713562264,2,Thursday,No
2014-04-25,2379.9939999999997,21.0,0.15176710529522347,332.8671,6.0,0.1270490597875457,0.0,0.8729509402124545,0.7522245854401315,0.12072635477232299,0.1270490597875457,0.006978168852526519,0.0,0.12704905978754566,0.8659727713599278,2,Friday,No
2014-04-26,282.56800000000004,16.0,0.17593499617791117,40.745,4.0,0.0,0.8796749808895559,0.12032501911044421,0.8149542764927381,0.18504572350726198,0.0,0.0,0.0,0.0,1.0,2,Saturday,No
2014-04-27,951.2924333333336,18.866666666666667,0.17400627838768978,76.21452,4.0,0.4414549542164406,0.3628422986072316,0.19570274717632785,0.38423303105116147,0.38462083301691585,0.23114613593192276,0.1507148998196042,0.24812478645105576,0.29441948797842515,0.3067408257509149,2,Sunday,No
2014-04-28,2578.476,29.0,0.14671736327970475,292.16720000000004,9.0,0.6515321453447696,0.34846785465523045,0.0,0.0,0.2864234532336155,0.7135765467663845,0.0,0.34846785465523045,0.0,0.6515321453447696,2,Monday,No
2014-04-29,768.8439999999999,16.0,0.17207756059746843,101.6814,6.0,0.13961219701265798,0.860387802987342,0.0,0.8207178569384687,0.15329507676459725,0.025987066296934102,0.0,0.04869648459245309,0.951303515407547,0.0,2,Tuesday,No
2014-04-30,1048.74,13.0,0.0,276.49559999999997,3.0,1.0,0.0,0.0,0.0,0.9544310315235426,0.045568968476457465,0.0,0.0,1.0,0.0,2,Wednesday,No
2014-05-01,802.7522666666667,16.266666666666666,0.17400627838768978,38.64475,4.0,0.4576586768077619,0.33585234455053004,0.20648897864170815,0.3856156977519359,0.41388779972456846,0.20049650252349557,0.17042480562487466,0.27838926659782653,0.2608969600559625,0.2902889677213363,2,Thursday,No
2014-05-02,506.12,5.0,0.2,91.9572,2.0,1.0,0.0,0.0,0.0,0.05163992728997076,0.9483600727100292,0.0,0.05163992728997076,0.9483600727100292,0.0,2,Friday,No
2014-05-03,72.632,13.0,0.14063222821896684,28.8624,3.0,0.7031611410948342,0.0,0.2968388589051657,0.0,1.0,0.0,0.2968388589051657,0.7031611410948342,0.0,0.0,2,Saturday,No
2014-05-04,187.432,25.0,0.04621622775193138,58.5624,6.0,0.627278159545862,0.372721840454138,0.0,0.21149003371889538,0.7885099662811046,0.0,0.48077169320073404,0.14650646634512782,0.0,0.372721840454138,2,Sunday,No
2014-05-05,260.977,15.0,0.1816646677676577,34.5131,7.0,0.645302076428191,0.354697923571809,0.0,0.4899627170210402,0.5100372829789599,0.0,0.6633419803277684,0.0,0.3366580196722317,0.0,2,Monday,No
2014-05-06,254.456,16.0,0.11061715974471029,85.7158,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,Tuesday,No
2014-05-07,1091.35,12.0,0.053397168644339583,215.8138,4.0,1.0,0.0,0.0,0.9772941769368214,0.02270582306317863,0.0,0.0,1.0,0.0,0.0,2,Wednesday,No
2014-05-08,1799.97,5.0,0.4,239.996,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,Thursday,No
2014-05-09,394.47999999999996,25.0,0.0,95.17360000000001,6.0,0.5976728858243764,0.4023271141756236,0.0,0.0,0.4023271141756236,0.5976728858243764,0.0,0.0,0.4023271141756236,0.5976728858243764,2,Friday,No
2014-05-10,2343.799,34.0,0.2243892501020779,57.82599999999999,8.0,1.0,0.0,0.0,0.2588741611375378,0.1115496678682771,0.6295761709941851,0.0,0.1588382792210424,0.0,0.8411617207789577,2,Saturday,No
2014-05-11,1642.8020000000001,32.0,0.32375611911843294,-289.6088,8.0,0.16549772888029113,0.7602072556522333,0.07429501546747569,0.7785916988170212,0.09615401003894564,0.12525429114403316,0.97814100542853,0.02185899457146996,0.0,0.0,2,Sunday,No
2014-05-12,734.846,10.0,0.2857970241383909,-119.22550000000001,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04734325287203033,0.9526567471279698,0.0,0.0,2,Monday,No
2014-05-13,898.382,23.0,0.3741820294707596,-242.28369999999993,6.0,0.22871117186230355,0.31997079193483396,0.4513180362028624,0.31106589401835744,0.5220006634148947,0.16693344256674778,0.0,0.0,0.4513180362028624,0.5486819637971375,2,Tuesday,No
2014-05-14,310.88,2.0,0.2,23.316,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,Wednesday,No
2014-05-15,848.8623666666667,16.5,0.16164120994744718,103.89622,3.0,0.6094561107157457,0.2894332726510713,0.10111061663318299,0.28860468417447716,0.4209848035301267,0.29041051229539616,0.2094444871344803,0.2807926565817795,0.2750711562831275,0.23469170000061268,2,Thursday,No
2014-05-16,289.28,8.0,0.16100663716814162,20.85,2.0,0.19496681415929204,0.805033185840708,0.0,0.805033185840708,0.0,0.19496681415929204,0.0,0.0,0.0,1.0,2,Friday,No
2014-05-17,91.68,3.0,0.0,45.84,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,Saturday,No
2014-05-18,948.9480000000001,10.0,0.3643495744761568,-158.00400000000002,4.0,1.0,0.0,0.0,0.1572604610579294,0.020991666561286815,0.8217478723807837,0.004198333312257363,0.9958016666877426,0.0,0.0,2,Sunday,No
2014-05-19,91.62,14.0,0.0,35.6472,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6267190569744597,0.0,0.37328094302554027,0.0,2,Monday,No
2014-05-20,320.104,32.0,0.0806662834578762,62.058099999999996,7.0,0.0,1.0,0.0,0.46919751080898714,0.46587359108289805,0.06492889810811486,0.33877739734586254,0.6612226026541373,0.0,0.0,2,Tuesday,No
2014-05-21,4264.3279999999995,46.0,0.01385981566145944,1719.5086999999999,10.0,0.04383058714057643,0.7818113428422955,0.17435807001712816,0.025272915216653133,0.8298109338681265,0.14491615091522042,0.04383058714057643,0.166891477391045,0.7818113428422955,0.0074665926260831725,2,Wednesday,No
